record_id,document_type,image_filename,doc_date,organization_or_store,respondent_dept,category,total_amount,satisfaction_score,usability_score,speed_score,avg_survey_score,handwritten_note,confidence,is_low_resolution,has_noise,ocr_status,date_imputed,amount_imputed,score_imputed,note_imputed,imputed_fields_count,needs_review,review_reason
R-0021,receipt,data/input_images/receipts/receipt_021_R-0021.jpg,2026-04-04,데이터랩서점,,인쇄제본,20350.0,,,,,대시보드 검토,0.9849,False,False,정상추출,False,False,False,False,0,False,
S-0023,survey,data/input_images/surveys/survey_023_S-0023.jpg,2026-05-23,,기획팀,만족도설문,,3.0,2.0,5.0,3.33,확인필요,0.932,True,False,결측치보완완료,False,False,False,True,1,True,수기메모 누락(확인필요)
S-0059,survey,data/input_images/surveys/survey_059_S-0059.jpg,2026-04-19,,인사팀,만족도설문,,3.0,4.0,1.0,2.67,OCR 결과 확인 필요,0.987,False,False,정상추출,False,False,False,False,0,False,
S-0010,survey,data/input_images/surveys/survey_010_S-0010.jpg,2026-03-12,,운영팀,만족도설문,,5.0,3.0,4.0,4.0,속도 개선 필요,0.961,False,False,정상추출,False,False,False,False,0,False,
S-0025,survey,data/input_images/surveys/survey_025_S-0025.jpg,2026-06-27,,재무팀,만족도설문,,2.0,4.0,2.0,2.67,차트 설명이 필요함,0.9845,False,False,정상추출,False,False,False,False,0,False,
S-0087,survey,data/input_images/surveys/survey_087_S-0087.jpg,2026-03-29,,데이터팀,만족도설문,,5.0,2.0,2.0,3.0,차트 설명이 필요함,0.9558,False,False,정상추출,False,False,False,False,0,False,
S-0112,survey,data/input_images/surveys/survey_112_S-0112.jpg,2026-06-28,,기획팀,만족도설문,,5.0,2.0,3.0,3.33,속도 개선 필요,0.9736,False,False,정상추출,False,False,False,False,0,False,
R-0004,receipt,data/input_images/receipts/receipt_004_R-0004.jpg,2026-06-14,서울프린트,,회의비,206250.0,,,,,팀 회의 사용,0.9693,True,False,정상추출,False,False,False,False,0,False,
S-0084,survey,data/input_images/surveys/survey_084_S-0084.jpg,2026-03-24,,재무팀,만족도설문,,3.5,3.4,3.0,3.3,데이터 보정 기능 좋음,0.92,False,True,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
R-0043,receipt,data/input_images/receipts/receipt_043_R-0043.jpg,2026-04-29,테크문구,,클라우드서비스,166650.0,,,,,운영비 처리,0.9142,False,True,결측치보완완료,False,True,False,False,1,True,영수증 금액 원본보완
R-0075,receipt,data/input_images/receipts/receipt_075_R-0075.jpg,2026-05-09,서울프린트,,사무용품,112750.0,,,,,팀 회의 사용,0.9734,True,False,정상추출,False,False,False,False,0,False,
S-0042,survey,data/input_images/surveys/survey_042_S-0042.jpg,2026-05-10,,데이터팀,만족도설문,,3.0,5.0,4.0,4.0,보고서 자동화 유용,0.9542,False,False,정상추출,False,False,False,False,0,False,
R-0013,receipt,data/input_images/receipts/receipt_013_R-0013.jpg,2026-05-24,클라우드문구,,교육운영,126500.0,,,,,실습 준비용,0.9793,False,False,정상추출,False,False,False,False,0,False,
S-0071,survey,data/input_images/surveys/survey_071_S-0071.jpg,2026-07-05,,데이터팀,만족도설문,,5.0,2.0,2.0,3.0,데이터 보정 기능 좋음,0.9657,False,True,정상추출,False,False,False,False,0,False,
S-0114,survey,data/input_images/surveys/survey_114_S-0114.jpg,2026-03-21,,운영팀,만족도설문,,4.0,3.0,4.0,3.67,속도 개선 필요,0.9542,False,False,정상추출,False,False,False,False,0,False,
S-0049,survey,data/input_images/surveys/survey_049_S-0049.jpg,2026-06-26,,교육팀,만족도설문,,5.0,4.0,1.0,3.33,차트 설명이 필요함,0.9722,False,False,정상추출,False,False,False,False,0,False,
R-0049,receipt,data/input_images/receipts/receipt_049_R-0049.jpg,2026-03-28,테크문구,,클라우드서비스,115500.0,,,,,OCR 테스트용,0.96,False,False,정상추출,False,False,False,False,0,False,
S-0076,survey,data/input_images/surveys/survey_076_S-0076.jpg,2026-05-06,,인사팀,만족도설문,,5.0,5.0,3.0,4.33,메뉴 구성이 좋음,0.9722,False,False,정상추출,False,False,False,False,0,False,
R-0095,receipt,data/input_images/receipts/receipt_095_R-0095.jpg,2026-03-08,스마트오피스,,회의비,125950.0,,,,,운영비 처리,0.9722,False,False,정상추출,False,False,False,False,0,False,
R-0016,receipt,data/input_images/receipts/receipt_016_R-0016.jpg,2026-07-05,모두카페,,회의비,79750.0,,,,,OCR 테스트용,0.9542,False,False,정상추출,False,False,False,False,0,False,
S-0006,survey,data/input_images/surveys/survey_006_S-0006.jpg,2026-06-09,,인사팀,만족도설문,,3.6,4.2,2.9,3.57,보고서 자동화 유용,0.9142,False,True,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
R-0061,receipt,data/input_images/receipts/receipt_061_R-0061.jpg,2026-06-04,데이터랩서점,,사무용품,255200.0,,,,,운영비 처리,0.9542,False,False,정상추출,False,False,False,False,0,False,
R-0035,receipt,data/input_images/receipts/receipt_035_R-0035.jpg,2026-04-12,클라우드문구,,클라우드서비스,132000.0,,,,,운영비 처리,0.9845,False,False,정상추출,False,False,False,False,0,False,
S-0085,survey,data/input_images/surveys/survey_085_S-0085.jpg,2026-05-24,,재무팀,만족도설문,,3.0,3.0,1.0,2.33,속도 개선 필요,0.9422,True,True,정상추출,False,False,False,False,0,False,
R-0084,receipt,data/input_images/receipts/receipt_084_R-0084.jpg,2026-05-26,서울프린트,,인쇄제본,134200.0,,,,,팀 회의 사용,0.9834,False,False,정상추출,False,False,False,False,0,False,
S-0103,survey,data/input_images/surveys/survey_103_S-0103.jpg,2026-05-31,,인사팀,만족도설문,,5.0,5.0,3.0,4.33,OCR 결과 확인 필요,0.9736,False,False,정상추출,False,False,False,False,0,False,
S-0065,survey,data/input_images/surveys/survey_065_S-0065.jpg,2026-06-05,,교육팀,만족도설문,,2.0,3.0,2.0,2.33,차트 설명이 필요함,0.9734,False,True,정상추출,False,False,False,False,0,False,
S-0073,survey,data/input_images/surveys/survey_073_S-0073.jpg,2026-06-08,,마케팅팀,만족도설문,,4.0,3.0,2.0,3.0,대시보드가 보기 쉬움,0.988,False,False,정상추출,False,False,False,False,0,False,
S-0014,survey,data/input_images/surveys/survey_014_S-0014.jpg,2026-04-24,,데이터팀,만족도설문,,5.0,2.0,3.0,3.33,OCR 결과 확인 필요,0.972,False,False,정상추출,False,False,False,False,0,False,
S-0048,survey,data/input_images/surveys/survey_048_S-0048.jpg,2026-06-26,,기획팀,만족도설문,,5.0,5.0,1.0,3.67,입력 절차가 간단함,0.96,False,False,정상추출,False,False,False,False,0,False,
R-0085,receipt,data/input_images/receipts/receipt_085_R-0085.jpg,2026-07-01,스마트오피스,,클라우드서비스,219450.0,,,,,실습 준비용,0.96,False,False,정상추출,False,False,False,False,0,False,
R-0001,receipt,data/input_images/receipts/receipt_001_R-0001.jpg,2026-05-10,모두카페,,교육운영,114950.0,,,,,현장 실습비,0.9378,True,True,정상추출,False,False,False,False,0,False,
R-0096,receipt,data/input_images/receipts/receipt_096_R-0096.jpg,2026-04-14,테크문구,,교육운영,137500.0,,,,,OCR 테스트용,0.987,False,False,정상추출,False,False,False,False,0,False,
R-0100,receipt,data/input_images/receipts/receipt_100_R-0100.jpg,2026-04-20,클라우드문구,,도서자료,83050.0,,,,,운영비 처리,0.9578,False,True,정상추출,False,False,False,False,0,False,
S-0077,survey,data/input_images/surveys/survey_077_S-0077.jpg,2026-05-08,,운영팀,만족도설문,,4.0,5.0,1.0,3.33,메뉴 구성이 좋음,0.987,False,False,정상추출,False,False,False,False,0,False,
S-0079,survey,data/input_images/surveys/survey_079_S-0079.jpg,2026-06-28,,교육팀,만족도설문,,2.0,3.0,3.0,2.67,차트 설명이 필요함,0.9503,False,False,정상추출,False,False,False,False,0,False,
R-0047,receipt,data/input_images/receipts/receipt_047_R-0047.jpg,2026-06-03,데이터랩서점,,클라우드서비스,73150.0,,,,,교육자료 준비,0.978,False,True,정상추출,False,False,False,False,0,False,
R-0009,receipt,data/input_images/receipts/receipt_009_R-0009.jpg,2026-03-04,데이터랩서점,,회의비,180950.0,,,,,대시보드 검토,0.9757,False,False,정상추출,False,False,False,False,0,False,
R-0038,receipt,data/input_images/receipts/receipt_038_R-0038.jpg,2026-04-01,데이터랩서점,,회의비,123750.0,,,,,프로젝트 자료,0.988,False,False,정상추출,False,False,False,False,0,False,
S-0035,survey,data/input_images/surveys/survey_035_S-0035.jpg,2026-05-06,,운영팀,만족도설문,,2.0,5.0,1.0,2.67,차트 설명이 필요함,0.9757,False,False,정상추출,False,False,False,False,0,False,
R-0076,receipt,data/input_images/receipts/receipt_076_R-0076.jpg,2026-04-15,업무자동화카페,,회의비,122100.0,,,,,교육자료 준비,0.96,False,False,정상추출,False,False,False,False,0,False,
S-0075,survey,data/input_images/surveys/survey_075_S-0075.jpg,2026-05-12,,운영팀,만족도설문,,5.0,2.0,3.0,3.33,대시보드가 보기 쉬움,0.96,False,False,정상추출,False,False,False,False,0,False,
R-0003,receipt,data/input_images/receipts/receipt_003_R-0003.jpg,2026-04-28,클라우드문구,,교육운영,43450.0,,,,,교육자료 준비,0.9849,False,False,정상추출,False,False,False,False,0,False,
S-0026,survey,data/input_images/surveys/survey_026_S-0026.jpg,2026-03-27,,재무팀,만족도설문,,4.0,5.0,1.0,3.33,모바일 화면 개선,0.9757,False,False,정상추출,False,False,False,False,0,False,
R-0074,receipt,data/input_images/receipts/receipt_074_R-0074.jpg,2026-04-02,테크문구,,회의비,150150.0,,,,,현장 실습비,0.978,False,True,정상추출,False,False,False,False,0,False,
R-0067,receipt,data/input_images/receipts/receipt_067_R-0067.jpg,2026-05-02,서울프린트,,인쇄제본,145200.0,,,,,대시보드 검토,0.96,False,False,정상추출,False,False,False,False,0,False,
R-0018,receipt,data/input_images/receipts/receipt_018_R-0018.jpg,2026-04-25,스마트오피스,,클라우드서비스,183700.0,,,,,현장 실습비,0.9657,False,True,정상추출,False,False,False,False,0,False,
S-0081,survey,data/input_images/surveys/survey_081_S-0081.jpg,2026-06-26,,재무팀,만족도설문,,4.0,3.0,4.0,3.67,속도 개선 필요,0.9732,False,True,정상추출,False,False,False,False,0,False,
S-0061,survey,data/input_images/surveys/survey_061_S-0061.jpg,2026-04-07,,마케팅팀,만족도설문,,5.0,5.0,4.0,4.67,속도 개선 필요,0.9845,False,False,정상추출,False,False,False,False,0,False,
R-0046,receipt,data/input_images/receipts/receipt_046_R-0046.jpg,2026-05-13,디지털스캔샵,,사무용품,162250.0,,,,,OCR 테스트용,0.9832,False,False,정상추출,False,False,False,False,0,False,
R-0030,receipt,data/input_images/receipts/receipt_030_R-0030.jpg,2026-06-25,디지털스캔샵,,사무용품,194700.0,,,,,대시보드 검토,0.9849,False,False,정상추출,False,False,False,False,0,False,
S-0093,survey,data/input_images/surveys/survey_093_S-0093.jpg,2026-04-29,,재무팀,만족도설문,,3.0,2.0,3.0,2.67,이미지 업로드 편리,0.96,False,False,정상추출,False,False,False,False,0,False,
S-0016,survey,data/input_images/surveys/survey_016_S-0016.jpg,2026-04-07,,데이터팀,만족도설문,,2.0,3.0,5.0,3.33,입력 절차가 간단함,0.9845,False,False,정상추출,False,False,False,False,0,False,
S-0005,survey,data/input_images/surveys/survey_005_S-0005.jpg,2026-05-19,,운영팀,만족도설문,,3.0,5.0,5.0,4.33,속도 개선 필요,0.972,False,False,정상추출,False,False,False,False,0,False,
R-0012,receipt,data/input_images/receipts/receipt_012_R-0012.jpg,2026-03-17,디지털스캔샵,,도서자료,147950.0,,,,,운영비 처리,0.9849,False,False,정상추출,False,False,False,False,0,False,
S-0051,survey,data/input_images/surveys/survey_051_S-0051.jpg,2026-06-01,,교육팀,만족도설문,,3.8,3.6,2.9,3.43,이미지 업로드 편리,0.9142,True,False,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
S-0003,survey,data/input_images/surveys/survey_003_S-0003.jpg,2026-03-20,,마케팅팀,만족도설문,,5.0,2.0,4.0,3.67,모바일 화면 개선,0.9793,False,False,정상추출,False,False,False,False,0,False,
R-0019,receipt,data/input_images/receipts/receipt_019_R-0019.jpg,2026-05-15,테크문구,,회의비,38500.0,,,,,팀 회의 사용,0.9832,False,False,정상추출,False,False,False,False,0,False,
S-0028,survey,data/input_images/surveys/survey_028_S-0028.jpg,2026-05-21,,기획팀,만족도설문,,3.0,2.0,2.0,2.33,입력 절차가 간단함,0.988,False,False,정상추출,False,False,False,False,0,False,
R-0025,receipt,data/input_images/receipts/receipt_025_R-0025.jpg,2026-05-03,AI세미나센터,,교육운영,207350.0,,,,,프로젝트 자료,0.9542,False,False,정상추출,False,False,False,False,0,False,
S-0069,survey,data/input_images/surveys/survey_069_S-0069.jpg,2026-05-26,,교육팀,만족도설문,,3.8,3.6,2.9,3.43,메뉴 구성이 좋음,0.9158,False,True,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
S-0063,survey,data/input_images/surveys/survey_063_S-0063.jpg,2026-04-10,,운영팀,만족도설문,,5.0,4.0,4.0,4.33,차트 설명이 필요함,0.9532,True,True,정상추출,False,False,False,False,0,False,
S-0101,survey,data/input_images/surveys/survey_101_S-0101.jpg,2026-05-28,,재무팀,만족도설문,,5.0,2.0,5.0,4.0,이미지 업로드 편리,0.9749,False,True,정상추출,False,False,False,False,0,False,
R-0104,receipt,data/input_images/receipts/receipt_104_R-0104.jpg,2026-04-16,스마트오피스,,사무용품,271700.0,,,,,교육자료 준비,0.9736,False,False,정상추출,False,False,False,False,0,False,
S-0091,survey,data/input_images/surveys/survey_091_S-0091.jpg,2026-06-11,,마케팅팀,만족도설문,,5.0,2.0,4.0,3.67,보고서 자동화 유용,0.988,False,False,정상추출,False,False,False,False,0,False,
R-0116,receipt,data/input_images/receipts/receipt_116_R-0116.jpg,2026-03-02,디지털스캔샵,,클라우드서비스,174350.0,,,,,교육자료 준비,0.9745,False,True,정상추출,False,False,False,False,0,False,
R-0088,receipt,data/input_images/receipts/receipt_088_R-0088.jpg,2026-05-28,테크문구,,교육운영,183150.0,,,,,교육자료 준비,0.9558,False,False,정상추출,False,False,False,False,0,False,
S-0041,survey,data/input_images/surveys/survey_041_S-0041.jpg,2026-03-22,,기획팀,만족도설문,,5.0,3.0,1.0,3.0,메뉴 구성이 좋음,0.972,False,False,정상추출,False,False,False,False,0,False,
R-0071,receipt,data/input_images/receipts/receipt_071_R-0071.jpg,2026-06-24,테크문구,,클라우드서비스,211200.0,,,,,팀 회의 사용,0.9745,True,False,정상추출,False,False,False,False,0,False,
R-0022,receipt,data/input_images/receipts/receipt_022_R-0022.jpg,2026-05-18,AI세미나센터,,도서자료,161150.0,,,,,운영비 처리,0.9793,False,False,정상추출,False,False,False,False,0,False,
S-0017,survey,data/input_images/surveys/survey_017_S-0017.jpg,2026-03-06,,기획팀,만족도설문,,3.0,2.0,5.0,3.33,차트 설명이 필요함,0.9657,False,True,정상추출,False,False,False,False,0,False,
R-0050,receipt,data/input_images/receipts/receipt_050_R-0050.jpg,2026-03-29,데이터랩서점,,회의비,189750.0,,,,,대시보드 검토,0.9736,False,False,정상추출,False,False,False,False,0,False,
S-0004,survey,data/input_images/surveys/survey_004_S-0004.jpg,2026-06-07,,영업팀,만족도설문,,3.0,5.0,4.0,4.0,데이터 보정 기능 좋음,0.9736,False,False,정상추출,False,False,False,False,0,False,
S-0116,survey,data/input_images/surveys/survey_116_S-0116.jpg,2026-06-16,,운영팀,만족도설문,,2.0,4.0,1.0,2.33,OCR 결과 확인 필요,0.9457,True,True,정상추출,False,False,False,False,0,False,
R-0042,receipt,data/input_images/receipts/receipt_042_R-0042.jpg,2026-06-13,테크문구,,교육운영,168850.0,,,,,교육자료 준비,0.972,False,False,정상추출,False,False,False,False,0,False,
S-0119,survey,data/input_images/surveys/survey_119_S-0119.jpg,2026-07-09,,마케팅팀,만족도설문,,2.0,5.0,2.0,3.0,대시보드가 보기 쉬움,0.9834,False,False,정상추출,False,False,False,False,0,False,
R-0091,receipt,data/input_images/receipts/receipt_091_R-0091.jpg,2026-05-17,서울프린트,,도서자료,121000.0,,,,,교육자료 준비,0.9732,True,False,정상추출,False,False,False,False,0,False,
R-0108,receipt,data/input_images/receipts/receipt_108_R-0108.jpg,2026-06-09,디지털스캔샵,,클라우드서비스,253000.0,,,,,실습 준비용,0.9657,False,True,정상추출,False,False,False,False,0,False,
S-0094,survey,data/input_images/surveys/survey_094_S-0094.jpg,2026-07-02,,운영팀,만족도설문,,4.0,5.0,4.0,4.33,대시보드가 보기 쉬움,0.9722,False,False,정상추출,False,False,False,False,0,False,
S-0012,survey,data/input_images/surveys/survey_012_S-0012.jpg,2026-05-12,,재무팀,만족도설문,,2.0,2.0,1.0,1.67,이미지 업로드 편리,0.9793,False,False,정상추출,False,False,False,False,0,False,
R-0045,receipt,data/input_images/receipts/receipt_045_R-0045.jpg,2026-05-30,모두카페,,회의비,229900.0,,,,,교육자료 준비,0.9657,True,False,정상추출,False,False,False,False,0,False,
S-0018,survey,data/input_images/surveys/survey_018_S-0018.jpg,2026-07-07,,인사팀,만족도설문,,4.0,5.0,5.0,4.67,차트 설명이 필요함,0.9832,False,False,정상추출,False,False,False,False,0,False,
S-0043,survey,data/input_images/surveys/survey_043_S-0043.jpg,2026-03-20,,교육팀,만족도설문,,2.0,4.0,3.0,3.0,이미지 업로드 편리,0.9745,False,True,정상추출,False,False,False,False,0,False,
R-0089,receipt,data/input_images/receipts/receipt_089_R-0089.jpg,2026-03-02,그린오피스,,사무용품,228800.0,,,,,실습 준비용,0.9503,False,False,정상추출,False,False,False,False,0,False,
S-0054,survey,data/input_images/surveys/survey_054_S-0054.jpg,2026-04-30,,마케팅팀,만족도설문,,2.0,3.0,2.0,2.33,데이터 보정 기능 좋음,0.9832,False,False,정상추출,False,False,False,False,0,False,
S-0089,survey,data/input_images/surveys/survey_089_S-0089.jpg,2026-04-02,,데이터팀,만족도설문,,3.4,3.2,3.3,3.3,보고서 자동화 유용,0.9181,False,True,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
S-0107,survey,data/input_images/surveys/survey_107_S-0107.jpg,2026-07-06,,데이터팀,만족도설문,,3.0,4.0,5.0,4.0,메뉴 구성이 좋음,0.9657,True,False,정상추출,False,False,False,False,0,False,
S-0009,survey,data/input_images/surveys/survey_009_S-0009.jpg,2026-03-07,,기획팀,만족도설문,,5.0,3.0,3.0,3.67,입력 절차가 간단함,0.9832,False,False,정상추출,False,False,False,False,0,False,
S-0008,survey,data/input_images/surveys/survey_008_S-0008.jpg,2026-04-03,,재무팀,만족도설문,,3.0,5.0,5.0,4.33,입력 절차가 간단함,0.9757,False,False,정상추출,False,False,False,False,0,False,
S-0078,survey,data/input_images/surveys/survey_078_S-0078.jpg,2026-04-30,,영업팀,만족도설문,,4.0,3.2,3.7,3.63,이미지 업로드 편리,0.9158,True,False,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
R-0068,receipt,data/input_images/receipts/receipt_068_R-0068.jpg,2026-06-19,그린오피스,,클라우드서비스,223300.0,,,,,프로젝트 자료,0.9722,False,False,정상추출,False,False,False,False,0,False,
R-0064,receipt,data/input_images/receipts/receipt_064_R-0064.jpg,2026-05-31,서울프린트,,클라우드서비스,125950.0,,,,,프로젝트 자료,0.9832,False,False,정상추출,False,False,False,False,0,False,
R-0099,receipt,data/input_images/receipts/receipt_099_R-0099.jpg,2026-04-06,스마트오피스,,교육운영,77550.0,,,,,운영비 처리,0.9581,False,False,정상추출,False,False,False,False,0,False,
R-0094,receipt,data/input_images/receipts/receipt_094_R-0094.jpg,2026-06-12,디지털스캔샵,,도서자료,209000.0,,,,,OCR 테스트용,0.95,True,False,정상추출,False,False,False,False,0,False,
S-0031,survey,data/input_images/surveys/survey_031_S-0031.jpg,2026-03-06,,데이터팀,만족도설문,,2.0,4.0,2.0,2.67,모바일 화면 개선,0.9736,False,False,정상추출,False,False,False,False,0,False,
S-0068,survey,data/input_images/surveys/survey_068_S-0068.jpg,2026-03-09,,운영팀,만족도설문,,5.0,3.0,5.0,4.33,메뉴 구성이 좋음,0.987,False,False,정상추출,False,False,False,False,0,False,
S-0088,survey,data/input_images/surveys/survey_088_S-0088.jpg,2026-03-14,,기획팀,만족도설문,,4.1,2.9,3.0,3.33,보고서 자동화 유용,0.9103,False,True,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
S-0046,survey,data/input_images/surveys/survey_046_S-0046.jpg,2026-06-29,,인사팀,만족도설문,,4.0,5.0,4.0,4.33,차트 설명이 필요함,0.988,False,False,정상추출,False,False,False,False,0,False,
S-0047,survey,data/input_images/surveys/survey_047_S-0047.jpg,2026-03-10,,데이터팀,만족도설문,,4.0,2.0,1.0,2.33,모바일 화면 개선,0.9834,False,False,정상추출,False,False,False,False,0,False,
S-0011,survey,data/input_images/surveys/survey_011_S-0011.jpg,2026-07-01,,교육팀,만족도설문,,2.0,4.0,5.0,3.67,OCR 결과 확인 필요,0.9849,False,False,정상추출,False,False,False,False,0,False,
S-0105,survey,data/input_images/surveys/survey_105_S-0105.jpg,2026-04-08,,영업팀,만족도설문,,4.0,4.0,4.0,4.0,보고서 자동화 유용,0.9542,False,False,정상추출,False,False,False,False,0,False,
S-0007,survey,data/input_images/surveys/survey_007_S-0007.jpg,2026-03-31,,인사팀,만족도설문,,2.0,5.0,5.0,4.0,속도 개선 필요,0.9745,False,True,정상추출,False,False,False,False,0,False,
R-0081,receipt,data/input_images/receipts/receipt_081_R-0081.jpg,2026-07-09,모두카페,,회의비,347050.0,,,,,운영비 처리,0.9657,False,True,정상추출,False,False,False,False,0,False,
R-0109,receipt,data/input_images/receipts/receipt_109_R-0109.jpg,2026-03-16,스마트오피스,,사무용품,178200.0,,,,,실습 준비용,0.9732,False,True,정상추출,False,False,False,False,0,False,
R-0103,receipt,data/input_images/receipts/receipt_103_R-0103.jpg,2026-04-29,서울프린트,,교육운영,165000.0,,,,,현장 실습비,0.9693,True,False,정상추출,False,False,False,False,0,False,
R-0073,receipt,data/input_images/receipts/receipt_073_R-0073.jpg,2026-04-10,테크문구,,교육운영,61600.0,,,,,프로젝트 자료,0.9832,False,False,정상추출,False,False,False,False,0,False,
R-0060,receipt,data/input_images/receipts/receipt_060_R-0060.jpg,2026-06-30,테크문구,,교육운영,147950.0,,,,,OCR 테스트용,0.972,False,False,정상추출,False,False,False,False,0,False,
S-0113,survey,data/input_images/surveys/survey_113_S-0113.jpg,2026-05-26,,재무팀,만족도설문,,4.0,2.0,2.0,2.67,확인필요,0.932,True,False,결측치보완완료,False,False,False,True,1,True,수기메모 누락(확인필요)
